"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"263",19127,1145.65998931228,1145.65622806818,1059.34105100576,1059.34342389655,1151.2965929442,1151.29771141475,1188.11603947873,1188.11770309089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",19200,1145.66025022783,1145.65644739364,1059.34136871993,1059.34364665336,1151.29685833795,1151.29793149396,1188.11653399961,1188.11813586522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",19273,1145.66049992319,1145.65665728742,1059.34167277139,1059.3438598309,1151.29711231892,1151.29814210906,1188.11700725434,1188.11854976914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",19346,1145.66073888086,1145.6568581551,1059.34196374766,1059.34406384113,1151.29735537791,1151.29834366705,1188.11746015747,1188.11894562562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",19419,1145.66096756259,1145.65705038484,1059.34224221104,1059.34425907827,1151.29758798459,1151.2985365574,1188.11789358418,1188.11932422174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",19492,1145.66118641029,1145.65723434809,1059.34250869961,1059.34444591958,1151.29781058845,1151.29872115286,1188.11830837203,1188.11968631026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",19565,1145.66139584684,1145.65741040033,1059.34276372832,1059.34462472612,1151.29802361964,1151.29889781013,1188.11870532256,1188.12003261108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",19638,1145.66159627695,1145.65757888177,1059.34300778999,1059.34479584341,1151.29822748981,1151.29906687057,1188.11908520285,1188.12036381272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",19711,1145.66178808793,1145.65774011797,1059.34324135624,1059.3449596021,1151.29842259292,1151.29922866089,1188.11944874697,1188.12068057365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",19784,1145.66197165044,1145.65789442051,1059.3434648784,1059.34511631865,1151.29860930597,1151.2993834937,1188.11979665745,1188.12098352362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
